article_link,headline,is_sarcastic
https://www.huffingtonpost.com/entry/vegas-baby-we...,"vegas, baby! (well, minus our babies)",0
https://www.huffingtonpost.com/entry/kanye-west-ne...,people really like kanye's new song 'real friends'...,0
https://www.huffingtonpost.com/entry/suede-spring-...,20 suede pieces you'll want to wear all spring,0
https://www.theonion.com/fcc-sentences-artie-lange...,fcc sentences artie lange to death,1
https://www.huffingtonpost.com/entry/behold-the-ti...,behold the title of 'american horror story' season...,0
https://www.huffingtonpost.com/entry/sikh-turbans-...,football-loving americans harassed for wearing tur...,0
https://www.huffingtonpost.com/entry/to-your-healt...,to your health,0
https://politics.theonion.com/new-job-posting-on-c...,new job posting on craigslist clearly for secretar...,1
https://www.huffingtonpost.com/entry/seth-meyers-c...,seth meyers loses it over thanksgiving's proximity...,0
https://www.huffingtonpost.com/entry/15-espn-trade...,15 ways the knicks can trade carmelo anthony,0
https://www.huffingtonpost.com/entry/charlotte-gwe...,parents fight to save their two daughters after tr...,0
https://www.huffingtonpost.com/entry/the-quiet-pra...,the quiet practice where i found my voice,0
https://www.theonion.com/fcc-assures-nation-their-...,fcc assures nation their favorite verizon websites...,1
